PCON21CD,LAD21CD,percentage_overlap
E14000619,E07000106,1.0
E14000620,E07000028,1.0
E14000622,E07000069,1.0
E14000624,E07000202,0.23084779383253984
E14000624,E07000244,0.3913216890746715
E14000624,E07000203,0.37783051709278864
E14000625,E07000132,0.06563332816097385
E14000625,E07000129,0.21897586461815793
E14000625,E07000130,0.7153908072208682
E14000626,E07000115,0.3981124327707769
E14000626,E06000035,0.6018875672292231
E14000627,E08000007,1.0
E14000628,E07000070,1.0
E14000629,E09000020,0.3886265795877915
E14000629,E09000013,0.6108236584405976
E14000629,E09000033,0.0005497619716108858
E14000630,E07000078,1.0
E14000631,E06000060,1.0
E14000632,E07000034,1.0
E14000633,E07000225,1.0
E14000634,E09000026,0.24547459567697283
E14000634,E09000031,0.7545254043230272
E14000635,E06000054,1.0
E14000636,E09000003,1.0
E14000637,E07000118,1.0
E14000638,E06000058,0.5732396958629701
E14000638,E06000059,0.42676030413702987
E14000639,E09000001,0.07212668904905813
E14000639,E09000007,4.472739698552213e-05
E14000639,E09000033,0.9278285835539564
E14000641,E06000047,1.0
E14000642,E07000076,1.0
E14000643,E06000013,0.24508308066712564
E14000643,E06000012,0.7549169193328744
E14000644,E07000071,1.0
E14000645,E08000034,1.0
E14000646,E06000049,1.0
E14000650,E08000029,0.0004372077122527958
E14000650,E08000026,0.9995627922877472
E14000652,E07000226,1.0
E14000653,E06000049,1.0
E14000654,E09000008,1.0
E14000655,E09000008,1.0
E14000656,E09000008,1.0
E14000657,E09000002,0.6350213209770357
E14000657,E09000016,0.3649786790229643
E14000660,E06000062,0.9271404727469376
E14000660,E06000061,0.0728595272530624
E14000661,E08000007,0.32494761425077084
E14000661,E08000008,0.6750523857492292
E14000662,E06000015,1.0
E14000664,E07000035,0.8924274748704171
E14000664,E07000032,0.10757252512958289
E14000665,E06000054,1.0
E14000666,E08000034,1.0
E14000667,E08000017,1.0
E14000668,E08000017,1.0
E14000669,E08000017,1.0
E14000670,E07000108,1.0
E14000671,E08000027,1.0
E14000673,E09000022,0.6680483982523864
E14000673,E09000028,0.3319516017476136
E14000674,E09000009,1.0
E14000675,E09000009,1.0
E14000676,E09000009,1.0
E14000677,E06000047,1.0
E14000678,E07000041,0.1384590629510784
E14000678,E07000040,0.8615409370489217
E14000680,E07000085,1.0
E14000681,E07000211,0.22610385450484863
E14000681,E07000215,0.7738961454951514
E14000682,E07000223,0.64263727083858
E14000682,E07000229,0.35736272916142
E14000683,E06000011,1.0
E14000685,E07000086,1.0
E14000686,E06000049,0.1764814222981801
E14000686,E06000050,0.8235185777018199
E14000687,E09000010,1.0
E14000688,E06000050,1.0
E14000689,E08000035,1.0
E14000690,E09000011,1.0
E14000691,E09000010,1.0
E14000693,E07000072,1.0
E14000694,E07000210,0.13241529263424345
E14000694,E07000208,0.7242553237067394
E14000694,E07000211,0.14332938365901718
E14000697,E07000207,1.0
E14000698,E07000041,1.0
E14000699,E07000087,1.0
E14000701,E09000018,1.0
E14000702,E06000025,1.0
E14000703,E09000003,1.0
E14000704,E07000112,0.9541923716777914
E14000704,E07000105,0.04580762832220861
E14000705,E07000083,0.04936905976123068
E14000705,E07000080,0.9506309402387693
E14000706,E07000119,0.9290503628976311
E14000706,E07000123,0.07094963710236885
E14000707,E07000137,0.02642880538886881
E14000707,E07000142,0.9735711946111312
E14000708,E08000011,0.20914441193555564
E14000708,E08000012,0.7908555880644443
E14000709,E08000037,1.0
E14000710,E07000173,1.0
E14000711,E06000035,1.0
E14000712,E07000081,1.0
E14000713,E07000088,0.8560242969935822
E14000713,E07000087,0.14397570300641782
E14000714,E07000141,0.9997013190733652
E14000714,E06000031,0.00029868092663477174
E14000715,E07000109,1.0
E14000716,E06000012,1.0
E14000717,E07000145,1.0
E14000718,E09000011,1.0
E14000720,E09000012,1.0
E14000721,E09000012,1.0
E14000722,E08000028,0.43772861300991334
E14000722,E08000027,0.5622713869900867
E14000724,E06000011,1.0
E14000725,E06000006,1.0
E14000726,E09000013,1.0
E14000727,E09000005,0.2968299507020584
E14000727,E09000007,0.7031700492979416
E14000728,E07000131,0.4687878500156704
E14000728,E07000135,0.5312121499843295
E14000729,E07000073,0.8914405668069225
E14000729,E07000072,0.10855943319307745
E14000730,E07000165,1.0
E14000731,E09000015,1.0
E14000733,E06000001,1.0
E14000734,E07000071,0.4237579691857901
E14000734,E07000076,0.5762420308142099
E14000735,E07000064,0.16979356881720817
E14000735,E07000062,0.8302064311827918
E14000736,E07000090,1.0
E14000737,E09000017,1.0
E14000738,E08000007,1.0
E14000739,E07000096,1.0
E14000740,E08000036,1.0
E14000741,E09000003,1.0
E14000742,E07000179,0.9451215256812209
E14000742,E07000177,0.054878474318779166
E14000743,E06000019,1.0
E14000744,E07000242,1.0
E14000745,E07000098,1.0
E14000747,E08000005,1.0
E14000748,E07000037,1.0
E14000749,E07000240,0.46616217581216707
E14000749,E07000099,0.5338378241878329
E14000751,E09000016,1.0
E14000753,E07000228,0.1691794342192289
E14000753,E07000227,0.8308205657807711
E14000754,E08000024,1.0
E14000756,E08000034,1.0
E14000757,E07000011,1.0
E14000758,E07000120,0.8711210001073388
E14000758,E07000125,0.12887899989266116
E14000760,E09000002,0.00042729245994841574
E14000760,E09000026,0.9995727075400516
E14000761,E07000202,1.0
E14000762,E06000046,1.0
E14000763,E09000019,1.0
E14000764,E09000019,1.0
E14000765,E08000037,0.19972439809257717
E14000765,E08000023,0.8002756019074229
E14000766,E08000032,1.0
E14000767,E07000220,0.12086951280980288
E14000767,E07000222,0.47534238635755
E14000767,E07000221,0.40378810083264716
E14000768,E09000033,0.0008976277442135665
E14000768,E09000020,0.9991023722557865
E14000769,E06000061,1.0
E14000770,E09000021,1.0
E14000771,E06000010,1.0
E14000772,E06000010,1.0
E14000773,E06000011,0.17366060433735242
E14000773,E06000010,0.8263393956626476
E14000775,E08000011,1.0
E14000776,E07000128,0.3974807545931727
E14000776,E07000121,0.6025192454068272
E14000777,E08000035,1.0
E14000778,E08000035,1.0
E14000779,E08000035,1.0
E14000780,E08000035,1.0
E14000781,E08000035,1.0
E14000782,E06000016,1.0
E14000783,E06000016,1.0
E14000784,E06000016,1.0
E14000785,E08000010,1.0
E14000786,E07000063,0.8503570771991802
E14000786,E07000065,0.14964292280081984
E14000787,E09000023,1.0
E14000788,E09000023,0.5685525406212535
E14000788,E09000006,0.43144745937874657
E14000789,E09000023,1.0
E14000790,E09000026,0.21951170402147904
E14000790,E09000031,0.780488295978521
E14000791,E07000194,0.8840152225876818
E14000791,E07000193,0.11598477741231814
E14000792,E07000138,0.8783840837858461
E14000792,E07000139,0.12161591621415388
E14000793,E08000012,1.0
E14000794,E08000012,1.0
E14000795,E08000012,1.0
E14000796,E08000012,1.0
E14000797,E07000130,1.0
E14000798,E07000137,1.0
E14000799,E06000051,1.0
E14000801,E06000056,0.05616196041143256
E14000801,E06000032,0.9438380395885675
E14000802,E06000049,1.0
E14000803,E06000041,0.2491945347337549
E14000803,E06000040,0.750805465266245
E14000804,E07000110,0.9081348456894022
E14000804,E07000116,0.09186515431059783
E14000805,E08000010,1.0
E14000807,E08000003,1.0
E14000808,E08000003,1.0
E14000809,E08000003,1.0
E14000810,E07000174,1.0
E14000811,E07000085,0.22903189582288522
E14000811,E07000094,0.4612656403408585
E14000811,E07000090,0.30970246383625627
E14000812,E08000029,1.0
E14000813,E06000055,0.16262545397864306
E14000813,E06000056,0.837374546021357
E14000814,E07000032,0.3288697037817188
E14000814,E06000015,0.45425276882112336
E14000814,E07000036,0.21687752739715782
E14000816,E07000143,0.7786558718087189
E14000816,E07000149,0.2213441281912811
E14000817,E07000228,1.0
E14000819,E06000002,1.0
E14000820,E06000002,0.47593662318364405
E14000820,E06000003,0.524063376816356
E14000821,E06000042,1.0
E14000822,E06000042,1.0
E14000823,E09000024,1.0
E14000824,E07000210,0.7460333793373839
E14000824,E07000209,0.25396662066261616
E14000825,E07000121,1.0
E14000826,E08000035,0.6788271210931996
E14000826,E08000036,0.32117287890680035
E14000828,E07000091,1.0
E14000829,E07000175,0.7431392036256712
E14000829,E07000176,0.16747860927370073
E14000829,E07000171,0.0893821871006281
E14000830,E06000037,1.0
E14000831,E08000021,1.0
E14000832,E08000021,1.0
E14000833,E08000021,1.0
E14000834,E07000195,1.0
E14000835,E07000045,1.0
E14000836,E08000036,1.0
E14000837,E06000052,1.0
E14000840,E06000047,1.0
E14000841,E06000056,0.5987740974461762
E14000841,E06000055,0.40122590255382384
E14000843,E07000034,0.11266137566932793
E14000843,E07000038,0.887338624330672
E14000844,E07000089,0.8439260529918583
E14000844,E07000084,0.1560739470081417
E14000845,E07000099,0.6861283694553337
E14000845,E07000242,0.3138716305446662
E14000846,E06000022,1.0
E14000847,E06000019,1.0
E14000848,E07000147,1.0
E14000849,E06000051,1.0
E14000850,E06000024,1.0
E14000851,E06000030,1.0
E14000852,E07000114,0.5511619250806363
E14000852,E07000106,0.44883807491936367
E14000853,E08000022,1.0
E14000855,E07000011,0.42463047561546646
E14000855,E06000031,0.5753695243845336
E14000856,E06000047,1.0
E14000857,E06000054,0.00012711842139316945
E14000857,E07000084,0.41410269186499676
E14000857,E07000093,0.5857701897136101
E14000858,E07000134,1.0
E14000859,E07000146,1.0
E14000860,E06000054,1.0
E14000861,E06000062,1.0
E14000862,E06000062,1.0
E14000863,E07000144,0.5354728440607597
E14000863,E07000148,0.4645271559392403
E14000864,E07000149,0.049769967034657664
E14000864,E07000148,0.9502300329653424
E14000865,E06000018,1.0
E14000866,E06000018,1.0
E14000867,E06000018,1.0
E14000869,E09000004,1.0
E14000870,E08000004,1.0
E14000871,E08000004,1.0
E14000872,E09000006,1.0
E14000873,E07000178,1.0
E14000874,E07000177,0.1731568661958111
E14000874,E07000180,0.5450584441087483
E14000874,E07000178,0.2817846896954407
E14000875,E07000122,1.0
E14000877,E07000030,0.64235311375021
E14000877,E07000028,0.26338009273607554
E14000877,E07000026,0.09426679351371446
E14000879,E06000026,1.0
E14000880,E06000026,1.0
E14000881,E06000058,1.0
E14000882,E09000030,1.0
E14000883,E06000044,1.0
E14000884,E06000044,1.0
E14000885,E07000123,1.0
E14000887,E09000032,1.0
E14000888,E07000075,0.6960466645786278
E14000888,E07000066,0.3039533354213721
E14000889,E06000041,0.2239007885773813
E14000889,E06000038,0.7760992114226187
E14000890,E06000037,0.3056805163222958
E14000890,E06000038,0.6943194836777042
E14000891,E06000003,1.0
E14000892,E07000238,0.0641149480436704
E14000892,E07000236,0.9358850519563296
E14000893,E07000211,1.0
E14000894,E07000124,0.5995923146527056
E14000894,E07000126,0.40040768534729443
E14000895,E07000164,0.5106512819775504
E14000895,E07000166,0.48934871802244956
E14000897,E08000005,1.0
E14000898,E06000035,1.0
E14000899,E07000075,0.15460514233998768
E14000899,E06000033,0.8453948576600123
E14000900,E09000016,1.0
E14000901,E07000093,0.672443053184352
E14000901,E06000045,0.32755694681564795
E14000902,E06000008,0.39806139903772564
E14000902,E07000125,0.6019386009622744
E14000903,E08000018,1.0
E14000904,E08000018,1.0
E14000905,E07000220,0.9417548097361226
E14000905,E07000219,0.05824519026387747
E14000906,E09000017,0.6771416595797072
E14000906,E09000015,0.3228583404202928
E14000908,E07000176,1.0
E14000910,E07000077,0.785826809782439
E14000910,E07000070,0.21417319021756093
E14000911,E08000006,1.0
E14000912,E06000054,1.0
E14000913,E07000168,1.0
E14000914,E06000013,1.0
E14000915,E06000005,0.17352965275638155
E14000915,E06000047,0.8264703472436185
E14000916,E08000014,1.0
E14000917,E07000169,0.8652726059349951
E14000917,E07000165,0.13472739406500486
E14000918,E07000111,1.0
E14000920,E08000019,1.0
E14000922,E08000019,1.0
E14000923,E08000019,1.0
E14000924,E07000175,0.43199332056552464
E14000924,E07000173,0.2195224168789403
E14000924,E07000170,0.34848426255553505
E14000925,E08000032,1.0
E14000926,E06000051,1.0
E14000927,E07000113,1.0
E14000928,E07000163,0.5688091654303369
E14000928,E07000165,0.43119083456966306
E14000929,E07000141,0.13667100677150873
E14000929,E07000139,0.8633289932284913
E14000930,E06000039,1.0
E14000931,E08000029,1.0
E14000932,E07000189,0.5220793865131278
E14000932,E07000187,0.47792061348687215
E14000934,E07000008,0.0778546707981862
E14000934,E07000012,0.9221453292018138
E14000935,E07000039,1.0
E14000936,E06000059,1.0
E14000938,E06000052,1.0
E14000939,E07000140,0.8707593348209431
E14000939,E07000141,0.12924066517905689
E14000940,E07000129,0.7280786189341738
E14000940,E07000131,0.2719213810658262
E14000942,E06000062,1.0
E14000943,E07000118,0.13034279948658853
E14000943,E07000126,0.705959745763638
E14000943,E07000127,0.16369745474977346
E14000944,E08000023,1.0
E14000945,E07000196,1.0
E14000947,E06000030,1.0
E14000949,E06000056,1.0
E14000950,E06000026,0.6068210929945833
E14000950,E07000044,0.3931789070054167
E14000952,E07000146,0.4907684030130043
E14000952,E07000143,0.5092315969869957
E14000953,E07000216,1.0
E14000954,E06000054,1.0
E14000955,E06000045,1.0
E14000956,E06000045,1.0
E14000957,E06000033,1.0
E14000958,E08000014,1.0
E14000959,E07000213,1.0
E14000960,E07000240,0.9593831471229671
E14000960,E07000102,0.04061685287703287
E14000961,E06000052,1.0
E14000962,E08000013,1.0
E14000963,E08000011,0.21911198720838884
E14000963,E08000013,0.7808880127916111
E14000964,E06000052,0.9744731652959442
E14000964,E06000053,0.02552683470405576
E14000965,E07000196,0.14902374042090358
E14000965,E07000197,0.8509762595790964
E14000966,E07000195,0.0420703335294564
E14000966,E07000198,0.9579296664705436
E14000967,E08000008,1.0
E14000969,E08000007,1.0
E14000970,E06000004,1.0
E14000971,E06000004,1.0
E14000972,E06000021,1.0
E14000973,E07000195,0.20411951186714947
E14000973,E06000021,0.7958804881328505
E14000974,E06000021,1.0
E14000975,E06000051,0.00015695745956775548
E14000975,E07000197,0.600550190418119
E14000975,E07000198,0.2640773925523853
E14000975,E07000195,0.13521545956992792
E14000976,E08000027,1.0
E14000977,E07000221,1.0
E14000978,E09000022,1.0
E14000979,E08000009,1.0
E14000981,E07000244,1.0
E14000982,E08000024,1.0
E14000983,E07000209,0.18478657578155624
E14000983,E07000214,0.8152134242184438
E14000984,E09000029,1.0
E14000985,E08000025,1.0
E14000986,E07000199,0.8011113795906549
E14000986,E07000194,0.19888862040934505
E14000987,E06000050,0.24757972172103257
E14000987,E06000049,0.7524202782789674
E14000988,E07000246,1.0
E14000989,E06000020,1.0
E14000990,E07000083,0.817762835217133
E14000990,E07000078,0.0978148906802393
E14000990,E07000081,0.08442227410262772
E14000991,E07000082,0.12997763470403115
E14000991,E07000079,0.8700223652959689
E14000992,E06000051,0.16814968653806628
E14000992,E06000020,0.8318503134619337
E14000993,E07000168,0.11316521247766252
E14000993,E07000167,0.5402663246793176
E14000993,E07000164,0.34656846284301995
E14000994,E06000025,1.0
E14000995,E06000034,1.0
E14000997,E07000115,0.8442130182537054
E14000997,E07000111,0.15578698174629454
E14000998,E09000032,1.0
E14000999,E06000027,1.0
E14001000,E07000046,0.6691596672063731
E14001000,E07000047,0.33084033279362696
E14001002,E09000012,0.0010287043187094849
E14001002,E09000014,0.9989712956812905
E14001003,E06000052,1.0
E14001004,E07000116,1.0
E14001005,E09000027,1.0
E14001006,E08000022,1.0
E14001007,E09000017,1.0
E14001008,E09000022,1.0
E14001009,E08000036,1.0
E14001010,E08000015,1.0
E14001011,E08000030,1.0
E14001012,E08000030,1.0
E14001013,E09000031,1.0
E14001014,E06000057,1.0
E14001015,E07000179,0.3821480186169515
E14001015,E07000180,0.6178519813830484
E14001017,E06000007,1.0
E14001018,E06000007,1.0
E14001019,E07000222,1.0
E14001020,E08000024,1.0
E14001021,E07000103,0.7870729565224122
E14001021,E07000102,0.21292704347758787
E14001022,E07000244,1.0
E14001023,E07000065,1.0
E14001024,E06000006,0.3367973756349962
E14001024,E06000050,0.6632026243650039
E14001025,E06000061,1.0
E14001028,E08000018,0.765031145016106
E14001028,E08000016,0.23496885498389394
E14001029,E08000028,1.0
E14001031,E06000059,1.0
E14001032,E09000025,1.0
E14001033,E07000127,1.0
E14001034,E07000245,1.0
E14001035,E07000235,0.8110687414515051
E14001035,E07000238,0.18893125854849493
E14001036,E09000033,1.0
E14001037,E07000031,1.0
E14001038,E06000024,1.0
E14001039,E08000010,1.0
E14001040,E09000024,1.0
E14001041,E07000094,0.7891031933002098
E14001041,E07000086,0.21089680669979013
E14001042,E06000040,0.6641823137676063
E14001042,E06000039,0.06123288560996474
E14001042,E06000036,0.27458480062242896
E14001043,E08000015,1.0
E14001044,E08000015,1.0
E14001045,E07000071,0.30417645867136817
E14001045,E07000074,0.1487502660662513
E14001045,E07000067,0.5470732752623805
E14001046,E07000181,1.0
E14001047,E07000209,0.06694746446479356
E14001047,E07000217,0.9330525355352064
E14001048,E06000037,0.12921779286874957
E14001048,E06000041,0.8707822071312504
E14001049,E08000031,1.0
E14001050,E08000031,0.8681184246275561
E14001050,E08000027,0.1318815753724439
E14001051,E08000031,1.0
E14001052,E07000237,1.0
E14001053,E07000026,1.0
E14001054,E08000006,1.0
E14001055,E07000229,0.7473004953469299
E14001055,E07000224,0.2526995046530701
E14001056,E06000060,1.0
E14001059,E08000009,0.3083271930947736
E14001059,E08000003,0.6916728069052264
E14001060,E07000189,1.0
E14001061,E06000014,1.0
E14001062,E06000014,1.0
N06000003,N09000007,0.19482055184696423
N06000003,N09000003,0.8051794481530358
N06000006,N09000005,0.069675422020647
N06000006,N09000004,0.930324577979353
N06000007,N09000006,0.5881976183362645
N06000007,N09000009,0.4004922058367086
N06000007,N09000002,0.011310175827026942
N06000008,N09000005,1.0
N06000010,N09000009,1.0
N06000011,N09000002,0.525480292050945
N06000011,N09000010,0.47451970794905496
N06000013,N09000011,0.998404051670187
N06000013,N09000003,0.0015959483298130502
N06000014,N09000001,0.9397082845438206
N06000014,N09000007,0.060291715456179444
N06000015,N09000002,0.07691305766869001
N06000015,N09000010,0.9226415121762851
N06000015,N09000007,0.0004454301550248407
N06000016,N09000010,0.2021135083126718
N06000016,N09000007,0.04216196297824178
N06000016,N09000011,0.7557245287090865
N06000017,N09000007,0.00032495885119004534
N06000017,N09000002,0.99967504114881
N06000018,N09000005,0.4320856965029489
N06000018,N09000006,0.5679143034970511
S14000002,S12000033,1.0
S14000003,S12000050,1.0
S14000004,S12000041,1.0
S14000005,S12000035,1.0
S14000006,S12000008,0.27128239920159863
S14000006,S12000028,0.7287176007984014
S14000007,S12000034,1.0
S14000008,S12000026,1.0
S14000009,S12000017,1.0
S14000010,S12000028,0.5223621433260095
S14000010,S12000021,0.4776378566739905
S14000011,S12000050,1.0
S14000013,S12000006,1.0
S14000015,S12000041,0.2846439392140711
S14000015,S12000042,0.7153560607859288
S14000016,S12000042,0.9453762651394482
S14000016,S12000041,0.05462373486055183
S14000018,S12000045,1.0
S14000019,S12000029,1.0
S14000020,S12000010,1.0
S14000021,S12000011,1.0
S14000022,S12000036,1.0
S14000023,S12000036,1.0
S14000024,S12000036,1.0
S14000026,S12000036,1.0
S14000027,S12000013,1.0
S14000028,S12000014,1.0
S14000029,S12000049,1.0
S14000030,S12000050,0.009708839677781949
S14000030,S12000049,0.9902911603222181
S14000031,S12000049,1.0
S14000032,S12000045,0.0005903986029727205
S14000032,S12000049,0.9994096013970273
S14000034,S12000049,1.0
S14000035,S12000049,1.0
S14000036,S12000047,1.0
S14000038,S12000018,1.0
S14000039,S12000017,1.0
S14000040,S12000008,1.0
S14000041,S12000047,1.0
S14000042,S12000029,1.0
S14000043,S12000040,0.5856425034794477
S14000043,S12000014,0.41435749652055226
S14000044,S12000040,1.0
S14000045,S12000019,1.0
S14000046,S12000020,1.0
S14000047,S12000050,1.0
S14000048,S12000021,1.0
S14000049,S12000047,1.0
S14000050,S12000005,0.49386011303653465
S14000050,S12000048,0.5061398869634653
S14000051,S12000027,0.5071918523513217
S14000051,S12000023,0.4928081476486783
S14000052,S12000038,1.0
S14000053,S12000038,1.0
S14000054,S12000048,1.0
S14000055,S12000017,1.0
S14000056,S12000029,1.0
S14000057,S12000014,0.00010879949070177145
S14000057,S12000030,0.9998912005092983
S14000058,S12000034,1.0
S14000059,S12000039,1.0
W07000041,W06000001,1.0
W07000042,W06000005,1.0
W07000043,W06000005,1.0
W07000044,W06000006,1.0
W07000045,W06000010,1.0
W07000046,W06000011,1.0
W07000047,W06000011,1.0
W07000048,W06000011,1.0
W07000049,W06000012,1.0
W07000050,W06000015,1.0
W07000051,W06000015,1.0
W07000052,W06000016,1.0
W07000053,W06000020,1.0
W07000054,W06000021,0.8858582427203786
W07000054,W06000020,0.11414175727962136
W07000055,W06000021,0.216429160173762
W07000055,W06000022,0.783570839826238
W07000056,W06000022,1.0
W07000057,W06000002,1.0
W07000058,W06000003,1.0
W07000059,W06000004,0.21061652912893017
W07000059,W06000003,0.7893834708710699
W07000060,W06000004,1.0
W07000061,W06000002,1.0
W07000062,W06000004,0.1064543733831676
W07000062,W06000006,0.8935456266168323
W07000063,W06000023,1.0
W07000064,W06000008,1.0
W07000065,W06000009,1.0
W07000066,W06000009,0.5899600275095618
W07000066,W06000010,0.4100399724904382
W07000067,W06000010,1.0
W07000068,W06000023,0.9995126449691228
W07000068,W06000024,0.00048735503087718533
W07000069,W06000012,1.0
W07000070,W06000024,0.00027166758413013186
W07000070,W06000016,0.9997283324158699
W07000071,W06000024,0.7881932928069638
W07000071,W06000018,0.21180670719303613
W07000072,W06000019,1.0
W07000074,W06000016,0.22153075389664012
W07000074,W06000013,0.7784692461033599
W07000075,W06000016,1.0
W07000076,W06000018,1.0
W07000078,W06000014,1.0
W07000079,W06000015,1.0
W07000080,W06000015,0.744573426786724
W07000080,W06000014,0.25542657321327605
E14000533,E07000032,1.0
E14000547,E06000022,1.0
E14000555,E09000030,1.0
E14000562,E08000025,1.0
E14000570,E06000008,1.0
E14000576,E07000224,1.0
E14000578,E08000001,1.0
E14000579,E08000001,1.0
E14000580,E08000010,0.16161811912919122
E14000580,E08000001,0.8383818808708088
E14000586,E06000041,0.17294447713726244
E14000586,E06000036,0.8270555228627375
E14000591,E09000005,1.0
E14000597,E06000043,0.7584143035798289
E14000597,E07000063,0.24158569642017114
E14000601,E06000023,1.0
E14000606,E07000095,0.9479166663445855
E14000606,E07000241,0.05208333365541451
E14000621,E09000024,0.0006163553016337472
E14000621,E09000029,0.9993836446983663
E14000623,E07000042,0.30796997963112027
E14000623,E07000047,0.23335132728213714
E14000623,E07000040,0.023002741152440394
E14000623,E07000045,0.4356759519343022
E14000640,E06000050,1.0
E14000647,E07000029,0.8722176739272695
E14000647,E07000026,0.12778232607273052
E14000648,E06000061,1.0
E14000649,E08000026,1.0
E14000658,E06000005,1.0
E14000659,E07000111,0.050123156792208426
E14000659,E07000107,0.9498768432077915
E14000663,E06000015,1.0
E14000672,E08000027,1.0
E14000679,E09000025,1.0
E14000684,E07000065,0.0676869436213482
E14000684,E07000061,0.9323130563786518
E14000692,E09000010,1.0
E14000696,E09000011,0.4787828672772756
E14000696,E09000004,0.5212171327227244
E14000700,E07000113,0.2916484780052867
E14000700,E07000110,0.7083515219947133
E14000719,E07000209,0.8344980907281712
E14000719,E07000216,0.1655019092718288
E14000723,E08000033,1.0
E14000732,E09000015,1.0
E14000746,E06000057,1.0
E14000750,E09000033,0.0001914865432328271
E14000750,E09000007,0.9998085134567671
E14000752,E09000014,1.0
E14000755,E06000043,1.0
E14000759,E09000026,1.0
E14000774,E06000025,1.0
E14000800,E06000032,1.0
E14000806,E07000070,0.44781290419173714
E14000806,E07000074,0.5521870958082629
E14000815,E06000058,0.41469014799480525
E14000815,E06000059,0.5853098520051947
E14000818,E07000238,1.0
E14000839,E06000059,1.0
E14000842,E07000010,0.8468727641507396
E14000842,E07000009,0.15312723584926033
E14000854,E07000218,0.593280641031261
E14000854,E07000219,0.40671935896873895
E14000876,E08000019,0.6028693767030839
E14000876,E08000016,0.39713062329691606
E14000878,E06000031,1.0
E14000886,E08000035,1.0
E14000896,E09000021,0.38020881991982663
E14000896,E09000027,0.6197911800801733
E14000907,E07000212,0.7995422174250334
E14000907,E07000207,0.2004577825749666
E14000909,E07000131,0.1340339423233265
E14000909,E07000133,0.48658330521149834
E14000909,E06000017,0.37938275246517517
E14000919,E08000019,1.0
E14000921,E08000019,1.0
E14000933,E06000034,0.41739326911849123
E14000933,E07000066,0.5826067308815088
E14000937,E07000245,0.0003482136544165697
E14000937,E07000009,0.5861616655749838
E14000937,E07000012,0.41349012077059966
E14000941,E07000149,1.0
E14000946,E07000245,0.042996330605259474
E14000946,E07000200,0.9570036693947406
E14000948,E07000114,0.8568626084845777
E14000948,E07000108,0.1431373915154222
E14000951,E07000102,0.5695036045299623
E14000951,E07000096,0.43029901187285413
