PCON21CD,local-authority-code,percentage_overlap
E14000638,DST,0.5362643573159578
E14000639,LND,0.17640797665106903
E14000639,WSM,0.8235919793975627
E14000640,CHW,0.9999999949965719
E14000641,DUR,0.9999999956057668
E14000642,TEN,0.9999995712911959
E14000643,NEL,0.4959351052081891
E14000643,NLN,0.5040648916679603
E14000644,COL,0.9999999982854076
E14000645,KIR,0.9999999901436927
E14000646,CHE,1.0000000000000004
E14000647,CBD,0.999999996603848
E14000648,NNT,0.99999998711111
E14000649,COV,0.9999999987812623
E14000650,COV,0.9999999934719201
E14000651,COV,0.9999999583876232
E14000652,CRW,0.9999998870519731
E14000653,CHE,0.9999999988231214
E14000654,CRY,0.9999999955795935
E14000655,CRY,0.9999999909817249
E14000656,CRY,0.9999999832269509
E14000657,BDG,0.38254179762401996
E14000657,HAV,0.6174581829013926
E14000658,DAL,1.0000000000000007
E14000659,DAR,0.847096185717016
E14000659,SEV,0.15290381138107087
E14000660,NNT,0.0449603084459511
E14000660,WNT,0.9550396838089723
E14000661,SKP,0.2512137080841197
E14000661,TAM,0.7487862919158806
E14000662,DER,0.9999999413781386
E14000663,DER,0.9999999923172855
E14000664,AMB,0.12657417506865687
E14000664,DEB,0.8734258125598404
E14000665,WIL,0.9999999932365922
E14000666,KIR,0.9999999967606128
E14000667,DNC,0.9999999980876284
E14000668,DNC,1.0000000000000013
E14000669,DNC,0.9999999965687968
E14000670,DOV,0.9999999936822399
E14000671,DUD,0.999999991225832
E14000672,DUD,1.0000000000000004
E14000673,LBH,0.5251634888640296
E14000673,SWK,0.4748365088875604
E14000674,EAL,0.9999999759960737
E14000675,EAL,0.9999999999528286
E14000676,EAL,0.9999999978547862
E14000677,DUR,0.9999999908407853
E14000678,EDE,0.972737237581635
E14000678,EXE,0.02724186751700772
E14000679,NWM,0.9999999806117332
E14000680,EHA,0.9999661944835877
E14000681,REI,0.043271277638384634
E14000681,TAN,0.956728712055125
E14000682,ADU,0.7587286643998142
E14000682,WOT,0.24127126826023496
E14000683,ERY,0.9999969130705411
E14000684,EAS,0.8035631412370027
E14000684,WEA,0.19643685832888874
E14000685,EAT,0.9999616242178505
E14000686,CHE,0.4125596021873135
E14000686,CHW,0.5874403957797649
E14000687,ENF,1.000000000000001
E14000688,CHW,0.9999999407497427
E14000689,LDS,0.9999999786215497
E14000690,GRE,0.9999999921956624
E14000691,ENF,1.0000000000000002
E14000692,ENF,0.9999999999999986
E14000693,EPP,0.9999999877300394
E14000694,EPS,0.6587882631441888
E14000694,MOL,0.22377476512438063
E14000694,REI,0.11743689356478101
E14000695,ERE,0.9999999760015443
E14000696,BEX,0.617821545195457
E14000696,GRE,0.38217845428208974
E14000697,ELM,0.9999999855725297
E14000698,EXE,0.9999992624119806
E14000699,FAR,0.9997431088530193
E14000700,MAI,0.6516012847295319
E14000700,SWL,0.3483987035829387
E14000701,HNS,0.9999999961534961
E14000702,SGC,0.9999999995039323
E14000703,BNE,1.0000000000000004
E14000704,ASF,0.17750589466187314
E14000704,SHE,0.8224940975722616
E14000705,FOE,0.9008011432609199
E14000705,TEW,0.09919885438892231
E14000706,FYL,0.9528428458517301
E14000706,PRE,0.04715079856725121
E14000707,ELI,0.03771557978003059
E14000707,WLI,0.9622844181279334
E14000708,KWL,0.40626742644977604
E14000708,LIV,0.5937325735094993
E14000709,GAT,1.0000000000000004
E14000710,GED,0.9999999544276886
E14000711,MDW,0.9999999961132632
E14000712,GLO,0.9999999912362896
E14000713,FAR,0.3025851624052151
E14000713,GOS,0.6974148301374123
E14000714,SKE,0.9999999933541226
E14000715,GRA,0.9999999853620362
E14000716,NEL,0.9999999956575192
E14000717,GRY,0.9999999943115179
E14000718,GRE,0.9999999082845071
E14000719,GRT,0.5294390197363464
E14000719,WAE,0.47056097742381503
E14000720,HCK,1.0000000000000036
E14000721,HCK,0.9999999999333049
E14000722,DUD,0.634298388712668
E14000722,SAW,0.3657016112873345
E14000723,CLD,0.9999999894020181
E14000724,ERY,0.999999995566606
E14000725,HAL,0.9999999156660732
E14000726,HMF,0.9999999514709527
E14000727,BEN,0.32597158931868925
E14000727,CMD,0.6740284106813119
E14000728,HAO,0.8849996435957384
E14000728,OAD,0.11500035269731522
E14000729,EPP,0.6167807832420148
E14000729,HAR,0.38321921489123945
E14000730,NYE,0.9999999994993449
E14000731,HRW,1.0
E14000732,HRW,1.0000000000000007
E14000733,HPL,0.9999999914270914
E14000734,COL,0.4768466510323407
E14000734,TEN,0.523153175094771
E14000735,HAS,0.16812084696472343
E14000735,ROH,0.8318791500833888
E14000736,HAA,0.999969375456863
E14000737,HIL,0.9999999939421801
E14000738,SKP,0.9999999974499386
E14000739,DAC,0.9999999957154101
E14000740,WKF,0.999999998993397
E14000741,BNE,0.9999999999999991
E14000742,CHR,0.14267205383523568
E14000742,SOX,0.8572406387522601
E14000743,HEF,0.9999999990828989
E14000744,EHE,0.9999992649466067
E14000745,HER,0.9999999945552894
E14000746,NBL,0.999966007173538
E14000747,RCH,0.9999999999892751
E14000748,HIG,0.999999988674981
E14000749,NHE,0.6044973211430663
E14000749,SAL,0.39550267176266785
E14000750,CMD,0.9999999999999979
E14000751,HAV,0.9999999760342637
E14000752,HRY,1.000000000000003
E14000753,HOR,0.7502335876220033
E14000753,MSS,0.2497664093520383
E14000754,SND,0.9999999695353057
E14000755,BNH,0.9999999928253445
E14000756,KIR,1.0000000000000027
E14000757,HUN,0.99999999578703
E14000758,HYN,0.8088954932799568
E14000758,ROS,0.19110450231423703
E14000759,RDB,0.999999982491635
E14000760,RDB,0.9999999998260422
E14000761,IPS,0.9999999923320817
E14000762,IOW,0.9999999946771007
E14000763,ISL,1.0000000000000013
E14000764,ISL,0.9999999999999989
E14000765,GAT,0.15726115890866454
E14000765,STY,0.8427388387600483
E14000766,BRD,0.9999999946935401
E14000767,RUG,0.19471147031626768
E14000767,STR,0.4942865425475746
E14000767,WAW,0.3110019788284594
E14000768,KEC,0.9999999789497138
E14000769,NNT,0.999999987997073
E14000770,KTT,0.9999999529832443
E14000771,KHL,0.9999999943170407
E14000772,KHL,0.9999999579125506
E14000773,ERY,0.2406453840867986
E14000773,KHL,0.7593546030902684
E14000774,SGC,0.9999999999772232
E14000775,KWL,0.9999999999999989
E14000776,LAC,0.7373588208356168
E14000776,WYR,0.2626411663573695
E14000777,LDS,0.9999999999999983
E14000778,LDS,1.0000000000000002
E14000779,LDS,1.0000000000000018
E14000780,LDS,0.9999999995615692
E14000781,LDS,0.9999999966768162
E14000782,LCE,0.9999999736224595
E14000783,LCE,0.9999999929948453
E14000784,LCE,0.9999998799269849
E14000785,WGN,0.9999999893838603
E14000786,LEE,0.7613086869846541
E14000786,WEA,0.23869130677987543
E14000787,LEW,0.9999999826629573
E14000788,BRY,0.47386739936904526
E14000788,LEW,0.5261325955267868
E14000789,LEW,0.9999999732037756
E14000790,RDB,0.4685264209527726
E14000790,WFT,0.5314735789274927
E14000791,EST,0.44602813334123553
E14000791,LIF,0.5539718659200682
E14000792,LIC,0.5586572465413078
E14000792,NKE,0.4413427487698523
E14000793,LIV,0.9999999999999987
E14000794,LIV,0.9999999999999997
E14000795,LIV,1.0000000000000016
E14000796,LIV,1.0000000000000002
E14000797,CHA,0.9999999970411418
E14000798,ELI,0.9999999993199027
E14000799,SHR,0.999999998457363
E14000800,LUT,0.9999999853771019
E14000801,CBF,0.5595053077825927
E14000801,LUT,0.44049468557040394
E14000802,CHE,0.9999999927439951
E14000803,WNM,0.6541467942414058
E14000803,WOK,0.3458134048351391
E14000804,MAI,0.6283310398322617
E14000804,TUN,0.3716689542338123
E14000805,WGN,0.9999999978303777
E14000806,CHL,0.38810388658295797
E14000806,MAL,0.6118960554396817
E14000807,MAN,0.9999999999914985
E14000808,MAN,1.0000000000000002
E14000809,MAN,0.9999999999999992
E14000810,MAS,0.9999999867000685
E14000811,EHA,0.12627498838018428
E14000811,HAA,0.020248091813561714
E14000811,WIN,0.8533981959503898
E14000812,SOL,0.9999999952194051
E14000813,BDF,0.16291722614841245
E14000813,CBF,0.8370827679768178
E14000814,AMB,0.27433994423352986
E14000814,DER,0.18764446408214094
E14000814,ERE,0.5380155916843264
E14000815,BPC,0.1576820743105406
E14000815,DST,0.8423179256170958
E14000816,BRE,0.8495462041025263
E14000816,SNO,0.15045379448742596
E14000817,MSS,0.9999999922512774
E14000818,WYC,0.9999999989002837
E14000819,MDB,0.9999999275394178
E14000820,MDB,0.12547055449980568
E14000820,RCC,0.8745294325345551
E14000821,MIK,0.999999986060326
E14000822,MIK,0.999999980718214
E14000823,MRT,0.9999999697075278
E14000824,GRT,0.3323950214888655
E14000824,MOL,0.667604966371441
E14000825,LAC,0.9999999834798701
E14000826,LDS,0.64454148459797
E14000826,WKF,0.35545851540203005
E14000827,NEW,0.9999999980731533
E14000828,NEW,0.9999999989355792
E14000829,BAE,0.2267486676389571
E14000829,NEA,0.6310881190734773
E14000829,RUS,0.14216320754532433
E14000830,WBK,0.9999916021407278
E14000831,NET,0.9999999810798442
E14000832,NET,0.999999921429821
E14000833,NET,0.9998759247940441
E14000834,NEC,0.9999999981098955
E14000835,TEI,0.9999999959720555
E14000836,WKF,0.9999999749830041
E14000837,CON,0.9999999724597752
E14000838,NDE,0.9999774791115408
E14000839,DST,0.9999999994450057
E14000840,DUR,0.9999999579850628
E14000841,BDF,0.6786620499587673
E14000841,CBF,0.3213379447075782
E14000842,ECA,0.24486974909679338
E14000842,FEN,0.7551302345054488
E14000843,CHS,0.08189325942681204
E14000843,NED,0.9181067260170883
E14000844,BAN,0.49838671074380425
E14000844,HAT,0.5015908500905109
E14000845,EHE,0.6095982360223094
E14000845,NHE,0.39037035468592124
E14000846,BAS,0.999999991488631
E14000847,HEF,0.9999999989029562
E14000848,NNO,0.9999999405617244
E14000849,SHR,0.9999999932988288
E14000850,NSM,0.9999999999389226
E14000851,SWD,0.9999999978107252
E14000852,CAT,0.4392293540540132
E14000852,THA,0.5607706449360631
E14000853,NTY,0.9999807045807751
E14000854,NUN,0.06842949542867115
E14000854,NWA,0.9315704919319218
E14000855,HUN,0.7736089180154322
E14000855,PTE,0.22639107278718712
E14000856,DUR,0.9999808266942842
E14000857,BAN,0.6359813320827108
E14000857,TES,0.36401714226926746
E14000858,NWL,0.9999999918049838
E14000859,KIN,0.9999998991862332
E14000860,WIL,0.9999999902540769
E14000861,WNT,0.9999999999999992
E14000862,WNT,0.9999999963421073
E14000863,BRO,0.6653907945044532
E14000863,NOW,0.3346092039780112
E14000864,NOW,0.9360029935946419
E14000864,SNO,0.06399700369412155
E14000865,NGM,0.999999944111181
E14000866,NGM,0.9999999961546489
E14000867,NGM,0.9999997271342818
E14000868,NUN,0.5657526284994192
E14000868,NWA,0.4342473571451419
E14000869,BEX,0.9999999816030675
E14000870,OLD,0.9999999991037516
E14000871,OLD,0.9999999999999977
E14000872,BRY,0.9999999865233731
E14000873,OXO,0.9999999960009351
E14000874,CHR,0.21672658196041691
E14000874,OXO,0.11655063703944486
E14000874,VAL,0.6665554829634904
E14000875,PEN,0.9999999496477423
E14000876,BNS,0.6071441463106625
E14000876,SHF,0.3928558536892632
E14000877,CBD,0.3105270915843704
E14000877,WAF,0.6894677804291346
E14000878,PTE,0.9999999806211677
E14000879,PLY,0.9999999831449817
E14000880,PLY,0.9999999572610839
E14000881,BPC,0.999999996195762
E14000882,TWH,0.9999999721537953
E14000883,POR,0.9999722812547096
E14000884,POR,0.9999999631369708
E14000885,PRE,0.9999999997865153
E14000886,LDS,0.9999999943171279
E14000887,WND,0.9999999738698121
E14000888,BAI,0.12575559304968958
E14000888,ROC,0.87424439280387
E14000889,RDG,0.7068173603305091
E14000889,WOK,0.2930799674833448
E14000890,RDG,0.4110518316074398
E14000890,WBK,0.5887574979715869
E14000891,RCC,0.9999999984128558
E14000892,RED,0.36529973925440157
E14000892,WYC,0.6347002490500936
E14000893,REI,0.9999999902198292
E14000894,RIB,0.924150524776928
E14000894,SRI,0.07584946842811896
E14000895,NYE,0.9999949431734876
E14000896,KTT,0.23933620779938025
E14000896,RIC,0.7606637647970927
E14000897,RCH,0.9999999912447524
E14000898,MDW,0.9999997134163361
E14000899,ROC,0.7625987488306251
E14000899,SOS,0.23740125039244264
E14000900,HAV,0.9999999944328272
E14000901,STH,0.017807916855864497
E14000901,TES,0.9821635294781185
E14000902,BBD,0.4444767608229857
E14000902,ROS,0.5555232016160049
E14000903,ROT,0.999999994492837
E14000904,ROT,0.9999999999999954
E14000905,NUN,0.05566798009515958
E14000905,RUG,0.9443319998143982
E14000906,HIL,0.820146202597879
E14000906,HRW,0.17985377214108633
E14000907,ELM,0.16814351691225204
E14000907,RUN,0.8318564675513231
E14000908,RUS,0.9999999899520946
E14000909,HAO,0.2164945665047667
E14000909,MEL,0.43158949967262683
E14000909,RUT,0.351915926031559
E14000910,CHL,0.19334641779787448
E14000910,UTT,0.8066535810853026
E14000911,SLF,0.9999999998930539
E14000912,WIL,0.9999999951813787
E14000913,NYE,0.9998773163276904
E14000914,NLN,0.9999999915577524
E14000915,DAL,0.45577200946902235
E14000915,DUR,0.5442279832182448
E14000916,SFT,0.9999999775354068
E14000917,NYE,0.9999999875595443
E14000918,SEV,0.9999999925750228
E14000919,SHF,0.999999999999997
E14000920,SHF,0.9999999917411456
E14000921,SHF,0.9999999999930644
E14000922,SHF,0.9999999647452004
E14000923,SHF,1.000000000000002
E14000924,ASH,0.05248035067385085
E14000924,GED,0.2659729483843878
E14000924,NEA,0.6815466990367077
E14000925,BRD,0.9999999999999989
E14000926,SHR,0.999999996079897
E14000927,SWL,0.9999999560097209
E14000928,NYE,0.9999999962584722
E14000929,NKE,0.7970755992493888
E14000929,SKE,0.20292439434145396
E14000930,SLG,0.999999999710256
E14000931,SOL,0.9999999979321702
E14000932,SMT,0.9999999969989026
E14000933,BAI,0.2729017402806213
E14000933,THR,0.7270982595371264
E14000934,SCA,0.9928205689713384
E14000935,SDE,0.9999999874722165
E14000936,DST,0.9999999985492862
E14000937,ECA,0.6315513099375651
E14000937,SCA,0.3684486795257316
E14000938,CON,0.9999999969869202
E14000939,SHO,0.9631468421392841
E14000939,SKE,0.03685314656643963
E14000940,BLA,0.40719234757753026
E14000940,HAO,0.5928076181979766
E14000941,SNO,0.9999999957068013
E14000942,WNT,0.9999999900650264
E14000943,CHO,0.2414603165483562
E14000943,SRI,0.33040691987906196
E14000943,WLA,0.4281327612037225
E14000944,STY,0.9999999965485297
E14000945,SST,0.9999999872112748
E14000946,BAB,0.9118544537198288
E14000946,WSK,0.08814554282800163
E14000947,SWD,0.9999999731679586
E14000948,DOV,0.7894659081714402
E14000948,THA,0.2105340539240931
E14000949,CBF,0.9999999813102876
E14000950,PLY,0.07038036453542759
E14000950,SHA,0.9296196319801145
E14000951,DAC,0.6224793299217046
E14000951,THE,0.37752061831230227
E14000952,BRE,0.5025568375591776
E14000952,KIN,0.4974431552606752
E14000953,WAE,0.9999999735574613
E14000954,WIL,0.9999999976234883
E14000955,STH,0.9999999803444803
E14000956,STH,0.9999999935701424
E14000957,SOS,0.9999999861556107
E14000958,SFT,0.9999999630955574
E14000959,SPE,0.9999999828547079
E14000960,SAL,0.8878588084926706
E14000960,THE,0.11214119150732826
E14000961,CON,0.9999999982030682
E14000962,SHN,0.9999999917634403
E14000963,KWL,0.18051152340254442
E14000963,SHN,0.8194884754931397
E14000964,CON,0.9693550221399279
E14000964,IOS,0.030644971984195645
E14000965,SST,0.4584497583857757
E14000965,STA,0.541550227880201
E14000966,NEC,0.010847405806703108
E14000966,STF,0.9891525903855817
E14000967,TAM,0.9999999839203594
E14000968,EHE,0.19828362013807613
E14000968,NHE,0.3921937574816324
E14000968,STV,0.40952262136699474
E14000969,SKP,1.000000000000002
E14000970,STT,0.9999999950103802
E14000971,STT,0.9999999870580443
E14000972,STE,0.999999952005097
E14000973,NEC,0.2813022307196062
E14000973,STE,0.7186977692803942
E14000974,STE,0.9999999814401795
E14000975,NEC,0.18125210690385
E14000975,STA,0.7091610441915234
E14000975,STF,0.10958684553767961
E14000976,DUD,1.000000000000001
E14000977,STR,0.9999999954811373
E14000978,LBH,0.9999999976977914
E14000979,TRF,1.0000000000000004
E14000980,STO,0.9999999959155838
E14000981,ESK,0.9999999556517973
E14000982,SND,0.9999999900266144
E14000983,GRT,0.1203088572251084
E14000983,SUR,0.8796911201450935
E14000984,STN,0.9999999746765769
E14000985,BIR,0.9999999999999999
E14000986,LIF,0.8283884066547345
E14000986,TAW,0.17161158647132677
E14000987,CHE,0.6756219093243405
E14000987,CHW,0.3243780882104894
E14000988,SMT,0.9999612730741577
E14000989,TFW,0.9999999928118974
E14000990,CHT,0.025340344253516438
E14000990,TEW,0.9669889550377467
E14000991,COT,0.9395362675166882
E14000991,STO,0.06046372196252566
E14000992,SHR,0.3051770084180143
E14000992,TFW,0.6948229866526898
E14000993,NYE,0.9999905797163695
E14000994,SGC,0.9999999999981977
E14000995,THR,0.9999999878479932
E14000996,EDE,0.5091807136056726
E14000996,MDE,0.4907787640738045
E14000997,SEV,0.35748370197084506
E14000997,TON,0.6425162908315136
E14000998,WND,0.9999999991379976
E14000999,TOB,0.9999999655825461
E14001000,TOR,0.5800968895605639
E14001000,WDE,0.4199008281375827
E14001001,SHA,0.9523027137785675
E14001001,TOB,0.04769727846904318
E14001002,HRY,1.0000000000000004
E14001003,CON,0.9999999975029477
E14001004,TUN,0.9999999896378486
E14001005,RIC,0.9999999496683782
E14001006,NTY,0.9996787877495158
E14001007,HIL,0.9999998743776223
E14001008,LBH,0.9999999734653933
E14001009,WKF,0.9999999980583719
E14001010,WRL,0.9999999999999933
E14001011,WLL,1.0000000000000002
E14001012,WLL,0.999999999999999
E14001013,WFT,0.999999999999999
E14001014,NBL,0.9999999999061648
E14001015,SOX,0.15676617240887242
E14001015,VAL,0.8432338180828509
E14001016,SAW,0.9999999999999991
E14001017,WRT,0.9999999768841819
E14001018,WRT,0.9999999774086435
E14001019,WAW,0.9999999818807338
E14001020,SND,0.9999999422221496
E14001021,THE,0.4204714625275046
E14001021,WAT,0.5795285374708588
E14001022,ESK,0.9999999949456941
E14001023,WEA,0.999999989043109
E14001024,CHW,0.8298208702378188
E14001024,HAL,0.170179129758861
E14001025,NNT,0.9999999970184157
E14001026,SMT,0.9999999968117094
E14001027,WEW,0.9999610297228143
E14001028,BNS,0.173045512278181
E14001028,ROT,0.8269544863148818
E14001029,SAW,0.9999999999931766
E14001030,SAW,0.9999999832371503
E14001031,DST,0.9999999980858537
E14001032,NWM,0.999999996067005
E14001033,WLA,0.9999999860463417
E14001034,WSK,0.9999999876704386
E14001035,MAV,0.8186065174023025
E14001035,WYC,0.18139347311159118
E14001036,WSM,0.9999999637148927
E14001037,WAF,0.999999995571441
E14001038,NSM,0.9999999928928442
E14001039,WGN,1.0000000000000064
E14001040,MRT,0.9999999985077644
E14001041,EAT,0.021913980511699082
E14001041,WIN,0.9780225358164852
E14001042,BRC,0.4328303441862079
E14001042,SLG,0.03796778947608678
E14001042,WNM,0.5292018601367822
E14001043,WRL,0.9999999806430672
E14001044,WRL,0.9999999999999964
E14001045,BRA,0.3875090020581474
E14001045,COL,0.2682134409011711
E14001045,MAL,0.3442775462949409
E14001046,WOX,0.9999999940328052
E14001047,GRT,0.35731897545641883
E14001047,WOI,0.6426810084167953
E14001048,WBK,0.49610492767440845
E14001048,WOK,0.5038950496195285
E14001049,WLV,0.9999998301942953
E14001050,DUD,0.12996689853346713
E14001050,WLV,0.8700331014665337
E14001051,WLV,0.9999999999999993
E14001052,WOC,0.9999999958213717
E14001053,CBD,0.9999999984728757
E14001054,SLF,0.9999999572375771
E14001055,ARU,0.3713968893472164
E14001055,WOT,0.6286031080166165
E14001056,BUC,0.999920790422781
E14001057,PRE,0.40388931186030064
E14001057,WYR,0.5961083868602197
E14001058,WYE,0.9999999802409618
E14001059,MAN,0.7725093978398615
E14001059,TRF,0.227490602160139
E14001060,SMT,0.999937616953496
E14001061,YOR,0.9999999999999988
E14001062,YOR,0.9999438205919937
N06000001,AND,0.011861950872174303
N06000001,BFS,0.5825378840374926
N06000001,LBC,0.40517726671371695
N06000002,ANN,0.31931279096707543
N06000002,BFS,0.6757240257188665
N06000003,BFS,0.6651928503003458
N06000003,LBC,0.33480714969965486
N06000004,BFS,0.8580307242418285
N06000004,LBC,0.14196927575817403
N06000005,CCG,0.2657595054518129
N06000005,MEA,0.7179850943449295
N06000006,CCG,0.8398832421496764
N06000006,DRS,0.1585827058634318
N06000007,ABC,0.010196515312336068
N06000007,FMO,0.7465900763871193
N06000007,MUL,0.24150291616443295
N06000008,DRS,0.9965295752664657
N06000009,ABC,0.23378733699560658
N06000009,LBC,0.7470002290145711
N06000009,NMD,0.0144188132143409
N06000010,MUL,0.9973350598376385
N06000011,ABC,0.6197343563417693
N06000011,NMD,0.3785281734887171
N06000012,CCG,0.5436924570202772
N06000012,MEA,0.45435090456776417
N06000013,AND,0.988066258300264
N06000014,ANN,0.8961758434496823
N06000014,LBC,0.10106954029060082
N06000015,ABC,0.12087021527841585
N06000015,NMD,0.8746810982210484
N06000016,AND,0.6871409333751131
N06000016,LBC,0.05454535458787549
N06000016,NMD,0.25482700816479387
N06000017,ABC,0.9974684287207591
N06000018,DRS,0.43234144964784055
N06000018,FMO,0.5657653275206873
S14000001,ABE,0.9999999971156343
S14000002,ABE,0.9999828568030056
S14000003,NLK,0.9999999999999967
S14000004,ANS,0.9999999983565537
S14000005,AGB,0.9999999982056722
S14000006,EAY,0.3498937835390575
S14000006,SAY,0.650106215831074
S14000007,ABD,0.9999999995645397
S14000008,SCB,0.999999590709193
S14000009,HLD,0.9999999993468992
S14000010,NAY,0.29439977811947915
S14000010,SAY,0.7056002120488911
S14000011,NLK,0.9999999749676564
S14000012,EDU,0.46912817780051214
S14000012,NLK,0.5308718221994853
S14000013,DGY,0.9999999949223936
S14000014,DGY,0.5666077098558157
S14000014,SCB,0.211032813130118
S14000014,SLK,0.2223594754256641
S14000015,ANS,0.8239740678375479
S14000015,DND,0.17602593216243947
S14000016,ANS,0.7228497819980002
S14000016,DND,0.27715021730042066
S14000017,FIF,0.9999999887206008
S14000018,EDU,0.9985127340546739
S14000019,SLK,0.9999999999999971
S14000020,ELN,0.9999999919595665
S14000021,ERW,0.9999999929542606
S14000022,EDH,0.9999999999994356
S14000023,EDH,0.9999999999788146
S14000024,EDH,0.9999999995406751
S14000025,EDH,0.9999999625090359
S14000026,EDH,0.9999999999999332
S14000027,ELS,0.9999999954373433
S14000028,FAL,0.9999999929207954
S14000029,GLG,0.9999999942108965
S14000030,GLG,0.9951998098144191
S14000031,GLG,0.9999999999980449
S14000032,GLG,0.9998028487318457
S14000033,GLG,0.9999995552868183
S14000034,GLG,0.9999999627729214
S14000035,GLG,0.9999999427640359
S14000036,FIF,0.9999999990360134
